Unnamed: 0,количество детей,трудовой стаж,возраст,образование,education_id,семейный статус,family_status_id,пол,тип занятости,уровень дохода,цель кредита,просрочки
6325,1,-4929.195349320775,51,среднее,1,гражданский брак,1,F,госслужащий,94120.11918350348,сыграть свадьбу,0
6326,0,-4897.166064692195,60,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,128152.9315375758,недвижимость,0
6327,0,-2681.5071275461714,28,среднее,1,женат / замужем,0,M,компаньон,216042.91309218085,сделка с подержанным автомобилем,0
6328,1,-1821.0482621253293,44,среднее,1,женат / замужем,0,M,сотрудник,286482.0017023653,покупка коммерческой недвижимости,0
6329,0,372452.58431681775,66,среднее,1,вдовец / вдова,2,F,пенсионер,161994.59363211802,операции с жильем,0
6330,0,-356.0464932301534,36,среднее,1,Не женат / не замужем,4,M,сотрудник,108688.7062474101,на покупку подержанного автомобиля,0
6331,1,-966.3962217417024,27,среднее,1,гражданский брак,1,M,сотрудник,94435.42403240272,сыграть свадьбу,0
6332,0,376614.4384141608,52,высшее,0,гражданский брак,1,F,пенсионер,373999.8302845829,покупка коммерческой недвижимости,0
6333,1,-216.7863026105624,42,высшее,0,женат / замужем,0,F,компаньон,118906.69120715903,покупка жилой недвижимости,0
6334,1,-2209.360917171051,39,среднее,1,женат / замужем,0,M,сотрудник,157416.77574169886,операции со своей недвижимостью,0
6335,0,353726.0822435999,57,среднее,1,вдовец / вдова,2,F,пенсионер,108204.48210227687,заняться образованием,0
6336,0,341658.1693982362,65,среднее,1,женат / замужем,0,F,пенсионер,103583.49739033106,покупка жилья,0
6337,0,-2296.67616720751,53,высшее,0,женат / замужем,0,M,сотрудник,160648.85354208518,операции со своей недвижимостью,0
6338,0,-1793.4221525519,35,высшее,0,женат / замужем,0,F,компаньон,198681.157140242,покупка жилья для семьи,1
6339,0,-1280.9894914785043,30,среднее,1,женат / замужем,0,M,сотрудник,129495.24027586452,жилье,0
6340,1,-4560.887358801958,39,СРЕДНЕЕ,1,женат / замужем,0,M,компаньон,132848.3648977902,ремонт жилью,0
6341,1,-654.6143541290281,33,высшее,0,женат / замужем,0,M,сотрудник,220374.7981388124,на покупку своего автомобиля,0
6342,0,-280.984994345212,22,высшее,0,Не женат / не замужем,4,M,сотрудник,140207.18231583864,операции с недвижимостью,0
6343,0,-1005.9049847516568,33,высшее,0,женат / замужем,0,M,сотрудник,231720.1548832805,дополнительное образование,0
6344,0,-1306.3955303635148,20,среднее,1,в разводе,3,M,сотрудник,196348.2623178552,операции с жильем,0
6345,1,-471.2046691786723,31,высшее,0,женат / замужем,0,F,сотрудник,166722.20020665767,покупка недвижимости,0
6346,1,-2633.221362650165,36,среднее,1,женат / замужем,0,M,сотрудник,120255.27489159704,жилье,0
6347,2,-2884.6727961256315,42,среднее,1,женат / замужем,0,F,сотрудник,106602.81438017664,ремонт жилью,0
6348,2,-1761.8759656532727,45,среднее,1,женат / замужем,0,F,сотрудник,102045.74060145835,покупка недвижимости,0
6349,0,,41,высшее,0,Не женат / не замужем,4,F,сотрудник,,покупка жилья для сдачи,0
6350,0,,52,среднее,1,вдовец / вдова,2,F,сотрудник,,сделка с подержанным автомобилем,0
6351,0,-1598.1013420679858,39,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,123145.19326680207,покупка жилья для сдачи,0
6352,0,361489.239105955,64,среднее,1,Не женат / не замужем,4,F,пенсионер,291969.8522238363,автомобили,0
6353,0,358207.39291843993,63,среднее,1,Не женат / не замужем,4,F,пенсионер,128303.98933580822,получение образования,0
6354,0,384995.50122901966,43,среднее,1,Не женат / не замужем,4,M,пенсионер,95013.28246694025,заняться высшим образованием,1
6355,0,373802.9270146736,61,среднее,1,женат / замужем,0,F,пенсионер,53807.78826680269,на покупку подержанного автомобиля,1
6356,1,-2786.268376077393,42,среднее,1,женат / замужем,0,M,компаньон,305988.56778667466,на покупку автомобиля,0
6357,0,-582.2648716267931,46,высшее,0,Не женат / не замужем,4,M,компаньон,173126.37563613633,автомобили,0
6358,0,-561.2494209208777,25,среднее,1,Не женат / не замужем,4,M,сотрудник,191244.9384530498,операции с недвижимостью,0
6359,2,-134.97868966087708,29,высшее,0,гражданский брак,1,F,сотрудник,270381.7885817822,на проведение свадьбы,0
6360,0,-408.6303284826845,30,среднее,1,Не женат / не замужем,4,M,госслужащий,129039.26656171946,недвижимость,0
6361,2,-4978.292764021174,35,среднее,1,Не женат / не замужем,4,M,сотрудник,104969.12959096352,сделка с автомобилем,0
6362,0,-5475.822929559392,53,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,132845.2838641819,покупка жилья для сдачи,0
6363,1,,35,среднее,1,женат / замужем,0,M,сотрудник,,жилье,0
6364,1,-2576.74086226174,41,среднее,1,гражданский брак,1,F,сотрудник,87199.72710715067,строительство жилой недвижимости,0
6365,1,,53,среднее,1,женат / замужем,0,F,пенсионер,,образование,0
6366,0,,62,среднее,1,в разводе,3,F,пенсионер,,приобретение автомобиля,0
6367,0,398039.4875389704,48,СРЕДНЕЕ,1,женат / замужем,0,M,пенсионер,94289.63892425755,дополнительное образование,0
6368,1,-1059.1437549360005,29,ВЫСШЕЕ,0,женат / замужем,0,M,госслужащий,108089.6027813554,операции с недвижимостью,0
6369,0,-681.6059978103262,29,высшее,0,женат / замужем,0,F,сотрудник,36377.3373806833,профильное образование,0
6370,0,-402.9747675041901,22,СРЕДНЕЕ,1,Не женат / не замужем,4,M,сотрудник,397168.8164830667,свой автомобиль,1
6371,0,-1071.3900379952574,24,высшее,0,Не женат / не замужем,4,F,сотрудник,79597.80271538666,ремонт жилью,0
6372,1,-3310.3264107181794,30,среднее,1,Не женат / не замужем,4,M,сотрудник,97784.2521273972,покупка жилья для семьи,0
6373,0,-946.3235446738428,55,среднее,1,женат / замужем,0,F,сотрудник,177062.92757812046,заняться высшим образованием,0
6374,0,-825.6443629727817,28,среднее,1,гражданский брак,1,M,сотрудник,146125.14677553382,на покупку автомобиля,0
6375,0,-2321.689312440738,23,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,123430.12780280074,на покупку подержанного автомобиля,0
6376,0,-2792.7104418527947,47,ВЫСШЕЕ,0,женат / замужем,0,F,компаньон,165433.98110093808,операции со своей недвижимостью,1
6377,1,-1198.1812283590948,29,среднее,1,в разводе,3,F,сотрудник,153247.66108489555,строительство жилой недвижимости,0
6378,0,-1361.4902472207891,62,среднее,1,Не женат / не замужем,4,M,сотрудник,122157.58250380258,ремонт жилью,0
6379,0,-3262.160329858339,50,среднее,1,гражданский брак,1,F,сотрудник,88882.5488675916,операции с недвижимостью,0
6380,0,-2735.379446659817,30,среднее,1,гражданский брак,1,M,госслужащий,108705.13217409766,заняться образованием,1
6381,0,-3298.96798036969,51,высшее,0,Не женат / не замужем,4,F,компаньон,339311.7178628111,операции со своей недвижимостью,0
6382,2,-1295.9328997755035,33,среднее,1,женат / замужем,0,F,сотрудник,143501.73086906152,дополнительное образование,0
6383,0,383496.5617126402,56,среднее,1,женат / замужем,0,F,пенсионер,85245.94361408822,покупка своего жилья,0
6384,0,-3281.8593512620646,27,среднее,1,Не женат / не замужем,4,M,сотрудник,256039.4214039421,автомобили,0
6385,-1,370215.4762262799,48,среднее,1,вдовец / вдова,2,F,пенсионер,36052.44743466148,образование,0
6386,1,-8373.62520797907,43,среднее,1,женат / замужем,0,M,сотрудник,137419.6868301277,на покупку подержанного автомобиля,0
6387,0,-849.7642266079094,37,среднее,1,Не женат / не замужем,4,M,сотрудник,134813.74076338427,недвижимость,0
6388,0,-874.7886716741147,25,высшее,0,женат / замужем,0,F,сотрудник,263853.51571333304,покупка жилья,0
6389,1,-9471.319776076958,45,СРЕДНЕЕ,1,в разводе,3,M,сотрудник,304689.55730827694,недвижимость,0
6390,0,-1430.4568107555117,32,высшее,0,гражданский брак,1,F,госслужащий,105020.84137831553,покупка жилья для сдачи,0
6391,1,,40,среднее,1,гражданский брак,1,F,сотрудник,,сыграть свадьбу,0
6392,1,-936.3541912727368,48,среднее,1,женат / замужем,0,M,сотрудник,85530.43875661155,покупка недвижимости,0
6393,0,382730.85906498,72,среднее,1,Не женат / не замужем,4,F,пенсионер,49805.29831450421,ремонт жилью,0
6394,0,-580.9279457541769,31,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,122217.28772059684,ремонт жилью,0
6395,2,-1679.640737282319,36,среднее,1,гражданский брак,1,F,сотрудник,84870.4574752425,на покупку своего автомобиля,0
6396,1,-1304.965265560276,44,среднее,1,женат / замужем,0,M,сотрудник,83241.06253944294,операции с коммерческой недвижимостью,0
6397,0,,41,высшее,0,гражданский брак,1,F,сотрудник,,получение высшего образования,0
6398,0,-2063.939868714252,51,высшее,0,Не женат / не замужем,4,F,компаньон,177265.21995292485,покупка своего жилья,0
6399,0,334599.9815934518,62,среднее,1,женат / замужем,0,M,пенсионер,108645.1303075904,приобретение автомобиля,0
6400,1,-1216.2333148088003,25,высшее,0,гражданский брак,1,F,госслужащий,80208.26822987587,на проведение свадьбы,0
6401,0,-3926.2885486048513,54,среднее,1,гражданский брак,1,M,компаньон,190746.25392143195,свадьба,0
6402,0,-3714.775894103752,57,среднее,1,женат / замужем,0,F,компаньон,352411.990529803,строительство жилой недвижимости,0
6403,0,-7794.181541771014,49,среднее,1,женат / замужем,0,F,компаньон,98783.3486181129,приобретение автомобиля,0
6404,2,-1476.7025067234954,34,среднее,1,женат / замужем,0,M,сотрудник,65507.07534078285,покупка недвижимости,0
6405,2,-249.5279061709532,35,высшее,0,женат / замужем,0,F,госслужащий,108634.53030932733,строительство недвижимости,0
6406,0,352239.799750624,73,среднее,1,женат / замужем,0,F,пенсионер,119190.48787759295,покупка жилья,0
6407,2,-1653.972845015866,0,среднее,1,женат / замужем,0,F,сотрудник,181510.8688671601,жилье,0
6408,0,-172.9022341068223,50,Среднее,1,женат / замужем,0,M,сотрудник,125423.55145266547,покупка жилой недвижимости,0
6409,0,344133.56152125885,58,среднее,1,женат / замужем,0,F,пенсионер,138290.18772330286,недвижимость,0
6410,1,-3926.616124187056,29,среднее,1,женат / замужем,0,F,сотрудник,76599.58265968526,сделка с автомобилем,0
6411,0,,0,высшее,0,гражданский брак,1,F,пенсионер,,свадьба,0
6412,0,-903.4687428149132,33,Среднее,1,женат / замужем,0,F,компаньон,193492.0837035755,строительство недвижимости,0
6413,0,363362.0551418845,59,среднее,1,женат / замужем,0,F,пенсионер,89117.90104583841,на покупку подержанного автомобиля,0
6414,0,378136.4991342464,62,высшее,0,женат / замужем,0,F,пенсионер,216589.2086082121,недвижимость,0
6415,0,,33,среднее,1,женат / замужем,0,F,сотрудник,,строительство собственной недвижимости,0
6416,1,,41,среднее,1,женат / замужем,0,F,компаньон,,строительство собственной недвижимости,0
6417,0,,24,среднее,1,Не женат / не замужем,4,F,сотрудник,,на покупку своего автомобиля,0
6418,0,364246.5419916628,53,среднее,1,женат / замужем,0,F,пенсионер,98114.34225607596,покупка коммерческой недвижимости,0
6419,0,385046.094568968,69,среднее,1,женат / замужем,0,F,пенсионер,88872.90747962063,операции со своей недвижимостью,0
6420,2,-680.0688944762821,31,среднее,1,женат / замужем,0,M,сотрудник,376879.09893831454,сделка с подержанным автомобилем,0
6421,0,-428.03348149077897,32,высшее,0,гражданский брак,1,M,сотрудник,312283.7373464568,сделка с подержанным автомобилем,0
6422,1,-2541.252295270981,40,среднее,1,женат / замужем,0,F,сотрудник,157138.18350235073,покупка жилой недвижимости,0
6423,0,353371.6532302158,58,среднее,1,женат / замужем,0,M,пенсионер,70175.87269498648,ремонт жилью,0
6424,0,-2054.1543499730387,34,высшее,0,Не женат / не замужем,4,M,компаньон,264694.0882025929,покупка жилья для семьи,0
6425,0,-1215.7532983401793,51,среднее,1,женат / замужем,0,F,компаньон,111091.78475918729,высшее образование,0
6426,0,-877.838401921744,33,среднее,1,женат / замужем,0,F,сотрудник,50840.13070854767,получение образования,0
6427,1,-6128.370611227923,45,среднее,1,женат / замужем,0,F,сотрудник,97576.57900124948,сделка с подержанным автомобилем,0
6428,20,-8545.567550997337,46,среднее,1,гражданский брак,1,F,сотрудник,145733.00832145993,сыграть свадьбу,0
6429,0,329930.1206960973,62,среднее,1,женат / замужем,0,F,пенсионер,79437.22106414466,операции с коммерческой недвижимостью,0
6430,0,350844.6413112879,58,высшее,0,женат / замужем,0,F,пенсионер,120017.20652790285,заняться образованием,0
6431,1,,36,высшее,0,женат / замужем,0,F,сотрудник,,операции с недвижимостью,0
6432,0,-3236.712207827165,67,неоконченное высшее,2,женат / замужем,0,F,сотрудник,241202.36306708783,покупка жилой недвижимости,0
6433,0,-1940.7040643238056,25,высшее,0,Не женат / не замужем,4,F,госслужащий,441535.03717279225,операции со своей недвижимостью,0
6434,0,395646.1601846912,69,среднее,1,в разводе,3,F,пенсионер,54276.44212015197,автомобили,0
6435,0,359555.26329388475,54,среднее,1,женат / замужем,0,F,пенсионер,97721.80338292503,жилье,0
6436,0,-11849.116901070724,52,высшее,0,женат / замужем,0,F,сотрудник,190521.63580727825,покупка жилья,0
6437,2,-3173.437877790225,29,среднее,1,женат / замужем,0,M,сотрудник,79874.03694855204,покупка своего жилья,0
6438,1,-1600.2341543269729,34,начальное,3,гражданский брак,1,F,сотрудник,145389.64946030374,свадьба,0
6439,1,-2595.048915906943,32,среднее,1,женат / замужем,0,M,компаньон,88513.49286125439,на покупку автомобиля,1
6440,0,-941.0075887834496,58,среднее,1,женат / замужем,0,F,сотрудник,82460.38684693677,строительство недвижимости,0
6441,2,-740.4827184487352,31,среднее,1,женат / замужем,0,M,компаньон,72519.07706987075,автомобили,0
6442,0,-263.9867089980123,23,среднее,1,гражданский брак,1,M,сотрудник,157361.72910534148,свадьба,0
6443,0,-4009.2379448045895,38,высшее,0,женат / замужем,0,F,компаньон,151302.56164702034,покупка жилья для сдачи,0
6444,0,-8439.316260553625,38,среднее,1,женат / замужем,0,F,сотрудник,217313.501937898,покупка жилья,0
6445,1,-640.7697622617272,34,высшее,0,женат / замужем,0,M,сотрудник,187142.48532863383,покупка своего жилья,0
6446,0,-1042.5953854572724,64,высшее,0,женат / замужем,0,M,компаньон,169459.8952331018,операции с недвижимостью,0
6447,0,-988.3751657668216,35,неоконченное высшее,2,в разводе,3,M,сотрудник,105593.52571361908,получение дополнительного образования,0
6448,1,-4172.204302235655,34,высшее,0,женат / замужем,0,F,сотрудник,172746.69299673208,ремонт жилью,0
6449,0,-1388.814093788763,23,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,142487.94831365143,получение образования,0
6450,1,-2713.1169545546763,36,среднее,1,гражданский брак,1,F,компаньон,149610.43266725185,на проведение свадьбы,0
6451,0,-345.181307929462,22,высшее,0,женат / замужем,0,F,компаньон,191662.36748585085,ремонт жилью,0
6452,0,,43,СРЕДНЕЕ,1,гражданский брак,1,M,сотрудник,,на проведение свадьбы,1
6453,0,-2037.5641844491224,25,среднее,1,женат / замужем,0,M,компаньон,123594.28226272351,ремонт жилью,0
6454,0,378571.4304302979,62,высшее,0,женат / замужем,0,F,пенсионер,187851.5489931282,строительство жилой недвижимости,0
6455,0,-1581.6334966756167,34,среднее,1,гражданский брак,1,F,сотрудник,314576.3334386903,заняться образованием,1
6456,0,-363.40390375804384,22,среднее,1,Не женат / не замужем,4,M,сотрудник,185824.9543144939,покупка жилья,0
6457,0,394938.2367124753,53,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,276389.7361674302,заняться высшим образованием,0
6458,0,-1012.5854649387716,28,среднее,1,женат / замужем,0,M,сотрудник,72220.80282675418,приобретение автомобиля,0
6459,0,-343.5962336492172,28,ВЫСШЕЕ,0,гражданский брак,1,F,сотрудник,104661.21683733948,недвижимость,0
6460,0,344514.09933771833,70,СРЕДНЕЕ,1,вдовец / вдова,2,F,пенсионер,157539.49916552927,автомобили,0
6461,1,,26,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,,заняться высшим образованием,0
6462,1,-1508.642573058842,36,СРЕДНЕЕ,1,в разводе,3,F,сотрудник,79957.57359082019,заняться высшим образованием,0
6463,0,-3477.593948203005,39,среднее,1,гражданский брак,1,F,компаньон,152677.90997269438,строительство жилой недвижимости,0
6464,0,-1229.7870782043726,22,среднее,1,Не женат / не замужем,4,F,сотрудник,165712.49166710945,приобретение автомобиля,0
6465,0,-723.9914024216628,28,среднее,1,женат / замужем,0,M,сотрудник,299472.3710926418,покупка недвижимости,0
6466,0,339325.8328919368,59,среднее,1,женат / замужем,0,M,пенсионер,138649.79306664626,операции со своей недвижимостью,0
6467,1,-3038.531741856425,55,Высшее,0,Не женат / не замужем,4,F,сотрудник,408753.8401674544,покупка жилой недвижимости,0
6468,1,-2103.3554396251902,26,Среднее,1,Не женат / не замужем,4,M,госслужащий,153711.88719219633,покупка жилья для сдачи,0
6469,0,-2869.1528590053026,50,высшее,0,женат / замужем,0,F,сотрудник,254769.6699552738,на покупку своего автомобиля,0
6470,0,367065.2471301787,59,среднее,1,женат / замужем,0,F,пенсионер,169998.44565892324,получение образования,0
6471,0,-2235.163051992084,55,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,121760.63785035376,образование,0
6472,0,390623.2220436269,61,среднее,1,Не женат / не замужем,4,F,пенсионер,56532.38610737208,заняться образованием,1
6473,0,-1553.8708039484447,35,Среднее,1,женат / замужем,0,M,компаньон,280240.6429687866,заняться образованием,0
6474,0,-183.28563561481903,28,среднее,1,гражданский брак,1,M,сотрудник,82395.36609960187,профильное образование,0
6475,2,-2843.377652077992,32,среднее,1,гражданский брак,1,F,сотрудник,100172.87375828189,свадьба,0
6476,0,-2250.4659293280074,25,среднее,1,женат / замужем,0,F,компаньон,143648.71677647447,покупка недвижимости,1
6477,0,397237.7807149525,59,среднее,1,женат / замужем,0,F,пенсионер,159636.4360934244,свой автомобиль,0
6478,0,-444.40162767930383,57,среднее,1,женат / замужем,0,M,сотрудник,189847.0580852365,операции со своей недвижимостью,1
6479,0,-254.03786701595945,25,высшее,0,женат / замужем,0,F,компаньон,123462.90108130134,автомобили,0
6480,0,394194.17071063217,59,среднее,1,гражданский брак,1,F,пенсионер,92963.04107584264,свадьба,0
6481,2,,47,высшее,0,Не женат / не замужем,4,F,компаньон,,на покупку автомобиля,0
6482,0,-2088.072298317293,40,среднее,1,женат / замужем,0,F,сотрудник,78828.77363162214,ремонт жилью,0
6483,1,-1428.4711561189988,34,Высшее,0,женат / замужем,0,M,сотрудник,900855.4728679564,ремонт жилью,0
6484,1,-3464.973887027049,33,среднее,1,женат / замужем,0,F,сотрудник,266535.25645958696,покупка жилья для сдачи,0
6485,0,,58,среднее,1,Не женат / не замужем,4,F,пенсионер,,получение дополнительного образования,0
6486,0,,36,среднее,1,женат / замужем,0,F,госслужащий,,автомобиль,0
6487,0,-10691.662779953076,62,среднее,1,вдовец / вдова,2,F,сотрудник,90894.68831115606,покупка жилой недвижимости,0
6488,1,-2145.307583916755,24,среднее,1,гражданский брак,1,F,сотрудник,67745.1806777873,на проведение свадьбы,1
6489,0,,44,высшее,0,гражданский брак,1,M,сотрудник,,сыграть свадьбу,1
6490,1,350927.81221017864,57,среднее,1,вдовец / вдова,2,F,пенсионер,52945.91752374692,покупка коммерческой недвижимости,0
6491,1,-2344.652366676801,27,среднее,1,женат / замужем,0,M,сотрудник,206076.3451976654,строительство жилой недвижимости,1
6492,1,,43,среднее,1,женат / замужем,0,F,сотрудник,,недвижимость,0
6493,0,358701.5289494315,50,среднее,1,гражданский брак,1,F,пенсионер,89979.92737232127,на проведение свадьбы,0
6494,2,-608.2999859256032,28,среднее,1,гражданский брак,1,M,сотрудник,259774.56251977207,свадьба,0
6495,0,-6235.027410298441,49,среднее,1,женат / замужем,0,F,сотрудник,86544.88044472858,покупка жилья для сдачи,0
6496,0,,36,высшее,0,Не женат / не замужем,4,F,компаньон,,заняться высшим образованием,0
6497,0,-1111.8704821801994,48,среднее,1,женат / замужем,0,M,сотрудник,118718.83210106846,покупка жилья,0
6498,0,-2701.7595236934358,35,среднее,1,женат / замужем,0,M,компаньон,98514.40565773184,автомобиль,0
6499,0,-1675.9536050452834,40,среднее,1,женат / замужем,0,F,компаньон,160780.35404319788,строительство собственной недвижимости,0
6500,1,340733.17005550145,59,среднее,1,Не женат / не замужем,4,F,пенсионер,75211.21497885755,сделка с автомобилем,0
6501,0,-2439.098146224405,48,высшее,0,гражданский брак,1,M,компаньон,466831.6130384162,свадьба,0
6502,0,-1181.8488576531197,59,среднее,1,женат / замужем,0,M,компаньон,274587.9301716436,автомобили,0
6503,1,-1815.5037592033327,29,высшее,0,женат / замужем,0,F,госслужащий,125573.498806639,строительство жилой недвижимости,0
6504,2,-1067.8282337663763,33,среднее,1,женат / замужем,0,F,сотрудник,94330.3469183126,профильное образование,0
6505,1,-3129.804682394001,26,Высшее,0,женат / замужем,0,F,компаньон,226331.0489276852,операции с коммерческой недвижимостью,0
6506,1,-6620.3964733045,62,среднее,1,женат / замужем,0,F,компаньон,98373.32593649824,покупка жилья для семьи,0
6507,1,-2008.1829609673837,46,среднее,1,женат / замужем,0,M,сотрудник,116751.9439526986,покупка жилья для сдачи,0
6508,0,-1046.2510902982783,38,высшее,0,гражданский брак,1,F,сотрудник,139638.76315262626,ремонт жилью,0
6509,0,-1542.4428618568866,43,среднее,1,гражданский брак,1,F,сотрудник,77229.31746953723,на проведение свадьбы,0
6510,0,,42,среднее,1,Не женат / не замужем,4,M,сотрудник,,жилье,0
6511,0,-457.4765817807712,64,среднее,1,женат / замужем,0,M,сотрудник,158983.31643114932,свой автомобиль,0
6512,0,-3175.9417242938207,54,среднее,1,Не женат / не замужем,4,F,сотрудник,146857.37912831365,сделка с автомобилем,0
6513,0,-2979.677410755023,45,высшее,0,Не женат / не замужем,4,F,сотрудник,475841.13941093365,покупка жилья для сдачи,0
6514,0,-9838.162642913308,60,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,126500.45043789464,покупка жилья,0
6515,0,-5676.308111608232,52,высшее,0,в разводе,3,F,сотрудник,105557.34550879296,операции с коммерческой недвижимостью,0
6516,0,-10093.85847887834,72,высшее,0,Не женат / не замужем,4,F,компаньон,264196.4791714121,ремонт жилью,0
6517,2,-1744.1363080104718,39,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,149847.14818584907,покупка жилой недвижимости,0
6518,1,-1829.712532246568,25,среднее,1,женат / замужем,0,F,компаньон,91838.93910221149,операции со своей недвижимостью,1
6519,1,-2793.246657004593,42,среднее,1,женат / замужем,0,F,сотрудник,180645.84258506625,операции со своей недвижимостью,0
6520,0,-2271.0033744946068,58,среднее,1,женат / замужем,0,M,сотрудник,331863.26739277126,операции с недвижимостью,0
6521,0,-131.21261173741414,57,среднее,1,женат / замужем,0,F,сотрудник,122846.40615843463,операции с коммерческой недвижимостью,0
6522,0,-387.8625744885632,34,высшее,0,в разводе,3,F,компаньон,126070.08086433363,покупка своего жилья,0
6523,0,341341.4541594902,41,среднее,1,женат / замужем,0,M,пенсионер,252057.56297525807,недвижимость,0
6524,2,-1182.9494926434213,32,среднее,1,женат / замужем,0,F,сотрудник,75034.96543539234,жилье,0
6525,0,-653.8363502753127,48,среднее,1,женат / замужем,0,F,сотрудник,146000.41312515194,профильное образование,0
6526,1,,33,среднее,1,женат / замужем,0,M,сотрудник,,покупка недвижимости,1
6527,0,383534.18507715967,66,среднее,1,женат / замужем,0,M,пенсионер,108926.65720010208,операции с недвижимостью,0
6528,1,-1849.1756843872167,41,среднее,1,женат / замужем,0,F,сотрудник,140508.5308840384,строительство жилой недвижимости,0
6529,0,,48,высшее,0,Не женат / не замужем,4,F,пенсионер,,покупка недвижимости,0
6530,0,334483.49305407715,52,начальное,3,Не женат / не замужем,4,F,пенсионер,68110.56709861358,получение образования,0
6531,0,-3197.266132028025,55,высшее,0,в разводе,3,F,компаньон,408135.8092663124,заняться высшим образованием,0
6532,0,-648.8109887944189,36,среднее,1,в разводе,3,F,сотрудник,124197.27849234053,на покупку подержанного автомобиля,0
6533,0,,49,высшее,0,женат / замужем,0,F,компаньон,,покупка коммерческой недвижимости,0
6534,0,-2502.559852912973,42,высшее,0,женат / замужем,0,F,компаньон,242327.52875181127,ремонт жилью,0
6535,2,-120.49655494476782,35,среднее,1,гражданский брак,1,M,компаньон,155452.96837461804,сыграть свадьбу,0
6536,1,373750.0250848357,55,среднее,1,женат / замужем,0,F,пенсионер,99946.33163000357,покупка жилья для сдачи,0
6537,0,,71,Среднее,1,гражданский брак,1,F,пенсионер,,на проведение свадьбы,0
6538,0,-602.9099386050323,44,среднее,1,Не женат / не замужем,4,F,компаньон,96541.23239585508,покупка коммерческой недвижимости,0
6539,0,-11778.141032451796,53,среднее,1,женат / замужем,0,F,сотрудник,52003.75017302561,жилье,0
6540,0,338780.2479756434,62,высшее,0,женат / замужем,0,F,пенсионер,568411.3364410624,получение дополнительного образования,0
6541,0,,29,высшее,0,женат / замужем,0,F,госслужащий,,операции с недвижимостью,0
6542,1,-3019.02090391162,37,среднее,1,женат / замужем,0,M,компаньон,258767.86374230945,покупка жилья для семьи,0
6543,1,-598.7299678388863,27,высшее,0,гражданский брак,1,M,сотрудник,229425.8767743932,свадьба,0
6544,0,,23,Среднее,1,Не женат / не замужем,4,M,сотрудник,,покупка жилья для сдачи,0
6545,0,-2559.01220502733,48,среднее,1,женат / замужем,0,F,сотрудник,281452.56765032763,операции с жильем,0
6546,0,339683.43492493936,70,начальное,3,женат / замужем,0,M,пенсионер,237703.4119712252,покупка жилья для семьи,0
6547,1,-1253.2825591332485,50,среднее,1,вдовец / вдова,2,F,сотрудник,251569.3844414788,покупка своего жилья,0
6548,0,-1161.2793114176948,58,среднее,1,женат / замужем,0,F,сотрудник,273739.1343021049,покупка своего жилья,0
6549,0,-1568.3865035217584,27,среднее,1,гражданский брак,1,M,сотрудник,138982.22589722346,автомобиль,0
6550,0,-3265.2246658005547,36,среднее,1,Не женат / не замужем,4,F,сотрудник,347307.9867196421,операции с недвижимостью,0
6551,0,-5352.038180171327,58,ученая степень,4,женат / замужем,0,M,сотрудник,268411.2145355859,заняться высшим образованием,0
6552,1,354397.3777464073,36,среднее,1,в разводе,3,F,пенсионер,115340.17514352936,операции с коммерческой недвижимостью,0
6553,2,-1368.2114178127956,31,среднее,1,женат / замужем,0,F,сотрудник,58334.46914268268,профильное образование,0
6554,1,338834.70301542804,62,среднее,1,гражданский брак,1,F,пенсионер,203102.7983355253,сыграть свадьбу,0
6555,0,-908.175989541218,36,высшее,0,женат / замужем,0,M,сотрудник,168629.24764905588,заняться высшим образованием,0
6556,0,-4380.430239877392,52,среднее,1,гражданский брак,1,F,сотрудник,139880.8325911964,на проведение свадьбы,0
6557,0,396389.605378489,59,высшее,0,в разводе,3,F,пенсионер,153851.01787240928,на покупку своего автомобиля,0
6558,0,-1871.5652745416544,57,высшее,0,вдовец / вдова,2,F,госслужащий,184722.7410541643,строительство недвижимости,0
6559,0,398390.7753949195,55,среднее,1,женат / замужем,0,M,пенсионер,75418.2576885818,операции с коммерческой недвижимостью,0
6560,0,-1434.28130487097,30,среднее,1,гражданский брак,1,M,сотрудник,144784.56063552535,операции со своей недвижимостью,0
6561,1,-766.9569230044807,33,среднее,1,женат / замужем,0,F,сотрудник,144163.58053906437,автомобиль,0
6562,0,356107.2563430075,62,среднее,1,женат / замужем,0,F,пенсионер,138001.5617426745,покупка коммерческой недвижимости,0
6563,0,-655.3654268386601,26,высшее,0,в разводе,3,F,сотрудник,284416.8870735308,приобретение автомобиля,0
6564,0,-212.0791810804838,41,среднее,1,женат / замужем,0,F,сотрудник,119948.7161356902,операции с коммерческой недвижимостью,0
6565,2,-1064.8543330732762,35,среднее,1,гражданский брак,1,F,компаньон,163591.20932261972,свадьба,0
